fork_direction	fork_iz	fork_chrom	fork_tz	fork_start	fork_end	fork_pred
telomeric	58475000	chr1	58950000	58475000	58950000	1
centromeric	59725000	chr1	58950000	58950000	59725000	1
telomeric	59725000	chr1	59950000	59725000	59950000	1
centromeric	60375000	chr1	59950000	59950000	60375000	1
telomeric	60375000	chr1	60650000	60375000	60650000	1
centromeric	60825000	chr1	60650000	60650000	60825000	1
telomeric	60825000	chr1	61800000	60825000	61800000	1
centromeric	63175000	chr1	61800000	61800000	63175000	1
telomeric	63175000	chr1	64050000	63175000	64050000	0.9999986886978149
centromeric	64725000	chr1	64050000	64050000	64725000	0.9999986886978149
telomeric	64725000	chr1	65750000	64725000	65750000	1
centromeric	66725000	chr1	65750000	65750000	66725000	1
telomeric	66725000	chr1	68900000	66725000	68900000	0.9999830722808838
centromeric	71075000	chr1	68900000	68900000	71075000	0.9999830722808838
telomeric	71075000	chr1	71300000	71075000	71300000	1
centromeric	71625000	chr1	71300000	71300000	71625000	1
telomeric	71625000	chr1	71900000	71625000	71900000	1
centromeric	72225000	chr1	71900000	71900000	72225000	1
telomeric	72225000	chr1	72550000	72225000	72550000	1
centromeric	72775000	chr1	72550000	72550000	72775000	1
telomeric	72775000	chr1	73300000	72775000	73300000	0.9999997615814209
centromeric	74075000	chr1	73300000	73300000	74075000	0.9999997615814209
telomeric	74075000	chr1	74175000	74075000	74175000	0.956603467464447
centromeric	74325000	chr1	74175000	74175000	74325000	0.956603467464447
telomeric	74325000	chr1	74725000	74325000	74725000	0.9782474637031555
centromeric	74825000	chr1	74725000	74725000	74825000	0.9782474637031555
telomeric	74825000	chr1	74950000	74825000	74950000	1
centromeric	75225000	chr1	74950000	74950000	75225000	1
telomeric	75225000	chr1	75425000	75225000	75425000	1
centromeric	75525000	chr1	75425000	75425000	75525000	1
telomeric	75525000	chr1	76500000	75525000	76500000	1
centromeric	77325000	chr1	76500000	76500000	77325000	1
telomeric	77325000	chr1	77900000	77325000	77900000	1
centromeric	78625000	chr1	77900000	77900000	78625000	1
telomeric	78625000	chr1	79150000	78625000	79150000	0.9999973773956299
centromeric	79775000	chr1	79150000	79150000	79775000	0.9999973773956299
telomeric	79775000	chr1	80100000	79775000	80100000	1
centromeric	80275000	chr1	80100000	80100000	80275000	1
telomeric	80275000	chr1	81100000	80275000	81100000	0.9999933242797852
centromeric	82825000	chr1	81100000	81100000	82825000	0.9999933242797852
telomeric	82825000	chr1	83400000	82825000	83400000	1
centromeric	84875000	chr1	83400000	83400000	84875000	1
telomeric	84875000	chr1	85350000	84875000	85350000	0.999244213104248
centromeric	86525000	chr1	85350000	85350000	86525000	0.999244213104248
telomeric	86525000	chr1	86925000	86525000	86925000	1
centromeric	87275000	chr1	86925000	86925000	87275000	1
telomeric	87275000	chr1	87500000	87275000	87500000	1
centromeric	87725000	chr1	87500000	87500000	87725000	1
telomeric	87725000	chr1	88175000	87725000	88175000	0.9992573857307434
centromeric	88475000	chr1	88175000	88175000	88475000	0.9992573857307434
telomeric	88475000	chr1	88750000	88475000	88750000	0.9999053478240967
centromeric	89075000	chr1	88750000	88750000	89075000	0.9999053478240967
telomeric	89075000	chr1	89325000	89075000	89325000	1
centromeric	89425000	chr1	89325000	89325000	89425000	1
telomeric	89425000	chr1	89600000	89425000	89600000	1
centromeric	89925000	chr1	89600000	89600000	89925000	1
telomeric	89925000	chr1	90250000	89925000	90250000	1
centromeric	90525000	chr1	90250000	90250000	90525000	1
telomeric	90525000	chr1	90700000	90525000	90700000	0.9999933242797852
centromeric	91025000	chr1	90700000	90700000	91025000	0.9999933242797852
telomeric	91025000	chr1	91125000	91025000	91125000	0.9234705567359924
centromeric	91325000	chr1	91125000	91125000	91325000	0.9234705567359924
telomeric	91325000	chr1	91700000	91325000	91700000	1
centromeric	91925000	chr1	91700000	91700000	91925000	1
telomeric	91925000	chr1	92025000	91925000	92025000	1
centromeric	92175000	chr1	92025000	92025000	92175000	1
telomeric	92175000	chr1	92650000	92175000	92650000	1
centromeric	92925000	chr1	92650000	92650000	92925000	1
telomeric	92925000	chr1	93075000	92925000	93075000	1
centromeric	93375000	chr1	93075000	93075000	93375000	1
telomeric	93375000	chr1	93475000	93375000	93475000	0.9978951215744019
centromeric	93675000	chr1	93475000	93475000	93675000	0.9978951215744019
telomeric	93675000	chr1	94900000	93675000	94900000	0.9999954700469971
centromeric	96925000	chr1	94900000	94900000	96925000	0.9999954700469971
telomeric	96925000	chr1	97250000	96925000	97250000	1
centromeric	97775000	chr1	97250000	97250000	97775000	1
telomeric	97775000	chr1	99150000	97775000	99150000	0.9994375109672546
centromeric	101775000	chr1	99150000	99150000	101775000	0.9994375109672546
telomeric	101775000	chr1	103000000	101775000	103000000	0.9131883978843689
centromeric	103325000	chr1	103000000	103000000	103325000	0.9131883978843689
telomeric	103325000	chr1	103625000	103325000	103625000	0.9681538939476013
centromeric	104175000	chr1	103625000	103625000	104175000	0.9681538939476013
telomeric	104175000	chr1	104300000	104175000	104300000	0.9982157945632935
centromeric	105825000	chr1	104300000	104300000	105825000	0.9982157945632935
telomeric	105825000	chr1	105925000	105825000	105925000	1
centromeric	106125000	chr1	105925000	105925000	106125000	1
telomeric	106125000	chr1	106650000	106125000	106650000	1
centromeric	106775000	chr1	106650000	106650000	106775000	1
telomeric	106775000	chr1	107400000	106775000	107400000	1
centromeric	108625000	chr1	107400000	107400000	108625000	1
telomeric	108625000	chr1	108850000	108625000	108850000	0.999995231628418
centromeric	109325000	chr1	108850000	108850000	109325000	0.999995231628418
telomeric	109325000	chr1	110100000	109325000	110100000	1
centromeric	110975000	chr1	110100000	110100000	110975000	1
telomeric	110975000	chr1	111500000	110975000	111500000	0.9978260397911072
centromeric	112425000	chr1	111500000	111500000	112425000	0.9978260397911072
telomeric	112425000	chr1	113325000	112425000	113325000	0.999578058719635
centromeric	113975000	chr1	113325000	113325000	113975000	0.999578058719635
telomeric	113975000	chr1	114550000	113975000	114550000	1
centromeric	115625000	chr1	114550000	114550000	115625000	1
telomeric	115625000	chr1	116550000	115625000	116550000	0.9232824444770813
centromeric	118375000	chr1	116550000	116550000	118375000	0.9232824444770813
telomeric	118375000	chr1	118475000	118375000	118475000	0.980204164981842
centromeric	118625000	chr1	118475000	118475000	118625000	0.980204164981842
telomeric	118625000	chr1	118900000	118625000	118900000	0.9999998807907104
centromeric	119075000	chr1	118900000	118900000	119075000	0.9999998807907104
telomeric	119075000	chr1	119275000	119075000	119275000	1
centromeric	119525000	chr1	119275000	119275000	119525000	1
telomeric	119525000	chr1	120900000	119525000	120900000	1
centromeric	121525000	chr1	120900000	120900000	121525000	1
telomeric	121525000	chr1	122250000	121525000	122250000	0.9063054919242859
centromeric	125525000	chr1	122250000	122250000	125525000	0.9063054919242859
telomeric	125525000	chr1	126400000	125525000	126400000	1
centromeric	128025000	chr1	126400000	126400000	128025000	1
telomeric	128025000	chr1	128125000	128025000	128125000	0.9992689490318298
centromeric	128225000	chr1	128125000	128125000	128225000	0.9992689490318298
telomeric	128225000	chr1	129550000	128225000	129550000	0.9999996423721313
centromeric	130325000	chr1	129550000	129550000	130325000	0.9999996423721313
telomeric	130325000	chr1	130500000	130325000	130500000	1
centromeric	131125000	chr1	130500000	130500000	131125000	1
telomeric	131125000	chr1	131350000	131125000	131350000	1
centromeric	131525000	chr1	131350000	131350000	131525000	1
telomeric	131525000	chr1	131650000	131525000	131650000	1
centromeric	131925000	chr1	131650000	131650000	131925000	1
telomeric	131925000	chr1	132750000	131925000	132750000	1
centromeric	133075000	chr1	132750000	132750000	133075000	1
telomeric	133075000	chr1	133350000	133075000	133350000	0.9999994039535522
centromeric	133675000	chr1	133350000	133350000	133675000	0.9999994039535522
telomeric	133675000	chr1	134000000	133675000	134000000	1
centromeric	134100000	chr1	134000000	134000000	134100000	1
telomeric	134100000	chr1	134200000	134100000	134200000	1
centromeric	134525000	chr1	134200000	134200000	134525000	1
telomeric	134525000	chr1	134875000	134525000	134875000	1
centromeric	135225000	chr1	134875000	134875000	135225000	1
telomeric	135225000	chr1	135350000	135225000	135350000	0.9999997615814209
centromeric	135675000	chr1	135350000	135350000	135675000	0.9999997615814209
telomeric	135675000	chr1	136050000	135675000	136050000	0.9999985694885254
centromeric	136175000	chr1	136050000	136050000	136175000	0.9999985694885254
telomeric	136175000	chr1	136325000	136175000	136325000	1
centromeric	136675000	chr1	136325000	136325000	136675000	1
telomeric	136675000	chr1	137900000	136675000	137900000	1
centromeric	138925000	chr1	137900000	137900000	138925000	1
telomeric	138925000	chr1	139900000	138925000	139900000	1
centromeric	140225000	chr1	139900000	139900000	140225000	1
telomeric	140225000	chr1	141350000	140225000	141350000	0.9999951124191284
centromeric	141825000	chr1	141350000	141350000	141825000	0.9999951124191284
telomeric	141825000	chr1	142400000	141825000	142400000	0.9991825222969055
centromeric	143725000	chr1	142400000	142400000	143725000	0.9991825222969055
telomeric	143725000	chr1	144900000	143725000	144900000	0.9842713475227356
centromeric	145475000	chr1	144900000	144900000	145475000	0.9842713475227356
telomeric	145475000	chr1	145675000	145475000	145675000	0.9931679964065552
centromeric	150475000	chr1	145675000	145675000	150475000	0.9931679964065552
telomeric	150475000	chr1	150800000	150475000	150800000	1
centromeric	151475000	chr1	150800000	150800000	151475000	1
telomeric	151475000	chr1	152025000	151475000	152025000	1
centromeric	152125000	chr1	152025000	152025000	152125000	1
telomeric	152125000	chr1	152375000	152125000	152375000	1
centromeric	153075000	chr1	152375000	152375000	153075000	1
telomeric	153075000	chr1	153275000	153075000	153275000	1
centromeric	153475000	chr1	153275000	153275000	153475000	1
telomeric	153475000	chr1	153925000	153475000	153925000	0.9999991655349731
centromeric	154075000	chr1	153925000	153925000	154075000	0.9999991655349731
telomeric	154075000	chr1	154500000	154075000	154500000	1
centromeric	155075000	chr1	154500000	154500000	155075000	1
telomeric	155075000	chr1	155400000	155075000	155400000	1
centromeric	156075000	chr1	155400000	155400000	156075000	1
telomeric	156075000	chr1	156375000	156075000	156375000	1
centromeric	156675000	chr1	156375000	156375000	156675000	1
telomeric	156675000	chr1	156850000	156675000	156850000	1
centromeric	156975000	chr1	156850000	156850000	156975000	1
telomeric	156975000	chr1	157200000	156975000	157200000	0.9766392111778259
centromeric	157425000	chr1	157200000	157200000	157425000	0.9766392111778259
telomeric	157425000	chr1	159750000	157425000	159750000	1
centromeric	160225000	chr1	159750000	159750000	160225000	1
telomeric	160225000	chr1	160500000	160225000	160500000	1
centromeric	161025000	chr1	160500000	160500000	161025000	1
telomeric	161025000	chr1	161575000	161025000	161575000	1
centromeric	161875000	chr1	161575000	161575000	161875000	1
telomeric	161875000	chr1	162200000	161875000	162200000	1
centromeric	163975000	chr1	162200000	162200000	163975000	1
telomeric	163975000	chr1	164150000	163975000	164150000	1
centromeric	164475000	chr1	164150000	164150000	164475000	1
telomeric	164475000	chr1	164950000	164475000	164950000	1
centromeric	166125000	chr1	164950000	164950000	166125000	1
telomeric	166125000	chr1	166700000	166125000	166700000	1
centromeric	167325000	chr1	166700000	166700000	167325000	1
telomeric	167325000	chr1	169000000	167325000	169000000	1
centromeric	169525000	chr1	169000000	169000000	169525000	1
telomeric	169525000	chr1	169675000	169525000	169675000	1
centromeric	170925000	chr1	169675000	169675000	170925000	1
telomeric	170925000	chr1	171050000	170925000	171050000	0.9977206587791443
centromeric	171325000	chr1	171050000	171050000	171325000	0.9977206587791443
telomeric	171325000	chr1	171650000	171325000	171650000	0.6906347274780273
centromeric	172125000	chr1	171650000	171650000	172125000	0.6906347274780273
telomeric	172125000	chr1	173850000	172125000	173850000	1
centromeric	174475000	chr1	173850000	173850000	174475000	1
telomeric	174475000	chr1	176150000	174475000	176150000	1
centromeric	176625000	chr1	176150000	176150000	176625000	1
telomeric	176625000	chr1	177450000	176625000	177450000	1
centromeric	177775000	chr1	177450000	177450000	177775000	1
telomeric	177775000	chr1	177950000	177775000	177950000	1
centromeric	178325000	chr1	177950000	177950000	178325000	1
telomeric	178325000	chr1	178800000	178325000	178800000	1
centromeric	179525000	chr1	178800000	178800000	179525000	1
telomeric	179525000	chr1	180400000	179525000	180400000	1
centromeric	180875000	chr1	180400000	180400000	180875000	1
telomeric	180875000	chr1	181550000	180875000	181550000	1
centromeric	182025000	chr1	181550000	181550000	182025000	1
telomeric	182025000	chr1	182800000	182025000	182800000	1
centromeric	183025000	chr1	182800000	182800000	183025000	1
telomeric	183025000	chr1	183125000	183025000	183125000	0.7919324636459351
centromeric	183275000	chr1	183125000	183125000	183275000	0.7919324636459351
telomeric	183275000	chr1	183800000	183275000	183800000	0.9999951124191284
centromeric	184025000	chr1	183800000	183800000	184025000	0.9999951124191284
telomeric	184025000	chr1	184300000	184025000	184300000	1
centromeric	184875000	chr1	184300000	184300000	184875000	1
telomeric	184875000	chr1	185075000	184875000	185075000	0.981878936290741
centromeric	185325000	chr1	185075000	185075000	185325000	0.981878936290741
telomeric	185325000	chr1	186000000	185325000	186000000	0.9988126754760742
centromeric	186425000	chr1	186000000	186000000	186425000	0.9988126754760742
telomeric	186425000	chr1	186625000	186425000	186625000	0.9999741315841675
centromeric	186725000	chr1	186625000	186625000	186725000	0.9999741315841675
telomeric	186725000	chr1	187000000	186725000	187000000	1
centromeric	187225000	chr1	187000000	187000000	187225000	1
telomeric	187225000	chr1	188200000	187225000	188200000	0.9999996423721313
centromeric	189025000	chr1	188200000	188200000	189025000	0.9999996423721313
telomeric	189025000	chr1	189350000	189025000	189350000	1
centromeric	189725000	chr1	189350000	189350000	189725000	1
telomeric	189725000	chr1	190400000	189725000	190400000	1
centromeric	190975000	chr1	190400000	190400000	190975000	1
telomeric	190975000	chr1	191225000	190975000	191225000	1
centromeric	191625000	chr1	191225000	191225000	191625000	1
telomeric	191625000	chr1	191725000	191625000	191725000	1
centromeric	191925000	chr1	191725000	191725000	191925000	1
telomeric	191925000	chr1	192375000	191925000	192375000	1
centromeric	192825000	chr1	192375000	192375000	192825000	1
telomeric	192825000	chr1	192950000	192825000	192950000	1
centromeric	193175000	chr1	192950000	192950000	193175000	1
telomeric	193175000	chr1	194200000	193175000	194200000	1
centromeric	195450000	chr1	194200000	194200000	195450000	1
telomeric	195450000	chr1	196150000	195450000	196150000	1
centromeric	196250000	chr1	196150000	196150000	196250000	1
telomeric	800001	chr10	1925000	800001	1925000	0.5609481334686279
centromeric	2025000	chr10	1925000	1925000	2025000	0.5609481334686279
telomeric	2025000	chr10	2225000	2025000	2225000	0.965803861618042
centromeric	2375000	chr10	2225000	2225000	2375000	0.965803861618042
telomeric	2375000	chr10	3150000	2375000	3150000	0.9992953538894653
centromeric	4275000	chr10	3150000	3150000	4275000	0.9992953538894653
telomeric	4275000	chr10	5625000	4275000	5625000	0.9969172477722168
centromeric	5825000	chr10	5625000	5625000	5825000	0.9969172477722168
telomeric	5825000	chr10	6625000	5825000	6625000	0.9974114298820496
centromeric	7675000	chr10	6625000	6625000	7675000	0.9974114298820496
telomeric	7675000	chr10	8350000	7675000	8350000	0.9999992847442627
centromeric	8875000	chr10	8350000	8350000	8875000	0.9999992847442627
telomeric	8875000	chr10	9500000	8875000	9500000	1
centromeric	9875000	chr10	9500000	9500000	9875000	1
telomeric	9875000	chr10	10300000	9875000	10300000	0.9999949932098389
centromeric	11225000	chr10	10300000	10300000	11225000	0.9999949932098389
telomeric	11225000	chr10	11950000	11225000	11950000	1
centromeric	12425000	chr10	11950000	11950000	12425000	1
telomeric	12425000	chr10	12550000	12425000	12550000	0.9999995231628418
centromeric	12725000	chr10	12550000	12550000	12725000	0.9999995231628418
telomeric	12725000	chr10	12825000	12725000	12825000	0.9996174573898315
centromeric	13075000	chr10	12825000	12825000	13075000	0.9996174573898315
telomeric	13075000	chr10	13350000	13075000	13350000	1
centromeric	13525000	chr10	13350000	13350000	13525000	1
telomeric	13525000	chr10	13925000	13525000	13925000	1
centromeric	14575000	chr10	13925000	13925000	14575000	1
telomeric	14575000	chr10	15500000	14575000	15500000	1
centromeric	15775000	chr10	15500000	15500000	15775000	1
telomeric	15775000	chr10	16500000	15775000	16500000	0.9527403116226196
centromeric	17575000	chr10	16500000	16500000	17575000	0.9527403116226196
telomeric	17575000	chr10	17700000	17575000	17700000	1
centromeric	18425000	chr10	17700000	17700000	18425000	1
telomeric	18425000	chr10	19050000	18425000	19050000	1
centromeric	20175000	chr10	19050000	19050000	20175000	1
telomeric	20175000	chr10	20700000	20175000	20700000	1
centromeric	21125000	chr10	20700000	20700000	21125000	1
telomeric	21125000	chr10	21550000	21125000	21550000	1
centromeric	21975000	chr10	21550000	21550000	21975000	1
telomeric	21975000	chr10	23200000	21975000	23200000	1
centromeric	23775000	chr10	23200000	23200000	23775000	1
telomeric	23775000	chr10	24400000	23775000	24400000	1
centromeric	25325000	chr10	24400000	24400000	25325000	1
telomeric	25325000	chr10	26300000	25325000	26300000	1
centromeric	26925000	chr10	26300000	26300000	26925000	1
telomeric	26925000	chr10	27400000	26925000	27400000	1
centromeric	28025000	chr10	27400000	27400000	28025000	1
telomeric	28025000	chr10	28375000	28025000	28375000	1
centromeric	28625000	chr10	28375000	28375000	28625000	1
telomeric	28625000	chr10	29125000	28625000	29125000	1
centromeric	29325000	chr10	29125000	29125000	29325000	1
telomeric	29325000	chr10	29650000	29325000	29650000	1
centromeric	30675000	chr10	29650000	29650000	30675000	1
telomeric	30675000	chr10	31075000	30675000	31075000	1
centromeric	31425000	chr10	31075000	31075000	31425000	1
telomeric	31425000	chr10	32200000	31425000	32200000	1
centromeric	32825000	chr10	32200000	32200000	32825000	1
telomeric	32825000	chr10	33200000	32825000	33200000	1
centromeric	34225000	chr10	33200000	33200000	34225000	1
telomeric	34225000	chr10	35800000	34225000	35800000	1
centromeric	37225000	chr10	35800000	35800000	37225000	1
telomeric	37225000	chr10	38100000	37225000	38100000	0.99915611743927
centromeric	38200000	chr10	38100000	38100000	38200000	0.99915611743927
telomeric	38200000	chr10	38300000	38200000	38300000	0.9999994039535522
centromeric	39125000	chr10	38300000	38300000	39125000	0.9999994039535522
telomeric	39125000	chr10	39300000	39125000	39300000	1
centromeric	39625000	chr10	39300000	39300000	39625000	1
telomeric	39625000	chr10	40050000	39625000	40050000	1
centromeric	40325000	chr10	40050000	40050000	40325000	1
telomeric	40325000	chr10	40750000	40325000	40750000	0.9996278285980225
centromeric	41475000	chr10	40750000	40750000	41475000	0.9996278285980225
telomeric	41475000	chr10	41625000	41475000	41625000	0.9999152421951294
centromeric	41775000	chr10	41625000	41625000	41775000	0.9999152421951294
telomeric	41775000	chr10	41900000	41775000	41900000	0.8634527325630188
centromeric	42175000	chr10	41900000	41900000	42175000	0.8634527325630188
telomeric	42175000	chr10	42350000	42175000	42350000	0.9993525147438049
centromeric	42475000	chr10	42350000	42350000	42475000	0.9993525147438049
telomeric	42475000	chr10	42900000	42475000	42900000	0.9999574422836304
centromeric	43475000	chr10	42900000	42900000	43475000	0.9999574422836304
telomeric	43475000	chr10	43950000	43475000	43950000	1
centromeric	44375000	chr10	43950000	43950000	44375000	1
telomeric	44375000	chr10	44800000	44375000	44800000	1
centromeric	45075000	chr10	44800000	44800000	45075000	1
telomeric	45075000	chr10	46300000	45075000	46300000	1
centromeric	46775000	chr10	46300000	46300000	46775000	1
telomeric	46775000	chr10	47150000	46775000	47150000	1
centromeric	47525000	chr10	47150000	47150000	47525000	1
telomeric	47525000	chr10	47625000	47525000	47625000	0.9837155938148499
centromeric	47725000	chr10	47625000	47625000	47725000	0.9837155938148499
telomeric	47725000	chr10	49550000	47725000	49550000	0.9999486207962036
centromeric	49925000	chr10	49550000	49550000	49925000	0.9999486207962036
telomeric	49925000	chr10	50200000	49925000	50200000	1
centromeric	50825000	chr10	50200000	50200000	50825000	1
telomeric	50825000	chr10	51250000	50825000	51250000	0.9999997615814209
centromeric	51425000	chr10	51250000	51250000	51425000	0.9999997615814209
telomeric	51425000	chr10	51550000	51425000	51550000	0.9986159801483154
centromeric	52325000	chr10	51550000	51550000	52325000	0.9986159801483154
telomeric	52325000	chr10	54350000	52325000	54350000	0.9999973773956299
centromeric	54475000	chr10	54350000	54350000	54475000	0.9999973773956299
telomeric	54475000	chr10	55100000	54475000	55100000	0.9995927214622498
centromeric	56425000	chr10	55100000	55100000	56425000	0.9995927214622498
telomeric	56425000	chr10	56950000	56425000	56950000	1
centromeric	58375000	chr10	56950000	56950000	58375000	1
telomeric	58375000	chr10	58950000	58375000	58950000	0.9916505217552185
centromeric	59425000	chr10	58950000	58950000	59425000	0.9916505217552185
telomeric	59425000	chr10	59525000	59425000	59525000	0.9911104440689087
centromeric	59925000	chr10	59525000	59525000	59925000	0.9911104440689087
telomeric	59925000	chr10	60550000	59925000	60550000	1
centromeric	60775000	chr10	60550000	60550000	60775000	1
telomeric	60775000	chr10	60900000	60775000	60900000	1
centromeric	61425000	chr10	60900000	60900000	61425000	1
telomeric	61425000	chr10	61550000	61425000	61550000	1
centromeric	61675000	chr10	61550000	61550000	61675000	1
telomeric	61675000	chr10	62100000	61675000	62100000	1
centromeric	62925000	chr10	62100000	62100000	62925000	1
telomeric	62925000	chr10	63200000	62925000	63200000	1
centromeric	63325000	chr10	63200000	63200000	63325000	1
telomeric	63325000	chr10	64200000	63325000	64200000	1
centromeric	64725000	chr10	64200000	64200000	64725000	1
telomeric	64725000	chr10	65950000	64725000	65950000	0.9999840259552002
centromeric	67025000	chr10	65950000	65950000	67025000	0.9999840259552002
telomeric	67025000	chr10	67650000	67025000	67650000	1
centromeric	68225000	chr10	67650000	67650000	68225000	1
telomeric	68225000	chr10	68800000	68225000	68800000	1
centromeric	70275000	chr10	68800000	68800000	70275000	1
telomeric	70275000	chr10	70700000	70275000	70700000	1
centromeric	71325000	chr10	70700000	70700000	71325000	1
telomeric	71325000	chr10	73550000	71325000	73550000	0.9932128190994263
centromeric	73825000	chr10	73550000	73550000	73825000	0.9932128190994263
telomeric	73825000	chr10	74050000	73825000	74050000	0.9879071116447449
centromeric	75175000	chr10	74050000	74050000	75175000	0.9879071116447449
telomeric	75175000	chr10	75350000	75175000	75350000	1
centromeric	75925000	chr10	75350000	75350000	75925000	1
telomeric	75925000	chr10	76200000	75925000	76200000	1
centromeric	76425000	chr10	76200000	76200000	76425000	1
telomeric	76425000	chr10	76750000	76425000	76750000	1
